bars_confidence,bars_start,beats_confidence,beats_start,duration,end_of_fade_in,key,key_confidence,loudness,mode,mode_confidence,start_of_fade_out,tatums_confidence,tatums_start,tempo,time_signature,time_signature_confidence,genre,genre_encoded
0.038,7.30361,0.038,7.30361,297.66485,3.558,7.0,1.0,-24.732,0,1.0,264.661,0.038,7.30361,163.789,1.0,0.207,rock,17
0.169,0.23199,0.0,0.23199,13.58322,0.218,3.0,0.01,-24.997,1,0.201,13.583,0.0,0.23199,120.765,3.0,0.889,hip hop,8
0.35,0.58065,0.896,0.16757,117.002,0.0,7.0,0.458,-5.699,1,0.44,114.712,0.415,0.16757,152.127,4.0,0.651,rock,17
0.958,0.20172,0.958,0.20172,10.68363,0.136,5.0,0.109,-25.471,1,0.534,10.684,1.0,0.20172,68.798,1.0,0.0,rock,17
0.009,0.29811,0.985,0.29811,188.94322,0.241,4.0,0.438,-9.224,0,0.313,180.303,0.838,0.06925,134.552,4.0,0.359,folk,6
0.153,0.99064,0.767,0.32789,271.3073,0.142,2.0,0.384,-9.698,1,0.363,266.257,0.398,0.16475,177.958,3.0,0.985,other,12
0.168,1.63817,0.774,0.59583,270.36689,0.299,1.0,0.882,-7.248,1,0.827,267.505,0.363,0.33751,116.032,4.0,1.0,hip hop,8
0.017,1.08013,0.0,0.07304,143.35955,0.0,0.0,0.0,-10.067,0,0.239,140.701,0.339,0.07304,122.798,4.0,0.0,country,3
0.425,0.91509,0.425,0.91509,235.31057,0.485,0.0,0.363,-18.638,1,0.58,218.482,0.33,0.25614,63.993,1.0,0.637,other,12
0.007,0.88255,0.998,0.24936,140.5122,0.183,4.0,0.802,-16.522,1,0.565,132.476,1.0,0.24936,100.483,4.0,0.938,folk,6
0.83,0.18424,0.83,0.18424,196.17914,0.113,2.0,0.405,-14.85,1,0.509,189.928,0.406,0.18424,97.79,1.0,0.0,other,12
0.145,0.91306,1.0,0.04574,312.842,0.427,10.0,0.672,-13.535,1,0.734,305.099,1.0,0.04574,142.709,3.0,1.0,blues,0
0.313,0.10254,1.0,0.10254,227.65669,0.42,8.0,0.777,-13.342,0,0.589,214.471,0.684,0.10254,170.047,4.0,0.203,electronic,4
0.766,1.5325,0.7,0.70803,48.29995,0.229,3.0,0.078,-30.089,1,0.487,43.723,0.426,0.29802,82.799,4.0,0.0,hip hop,8
0.004,1.31664,1.0,0.39025,216.86812,0.066,11.0,0.335,-8.698,0,0.437,205.659,0.597,0.15279,134.929,4.0,0.219,rock,17
0.019,0.04323,1.0,0.04323,479.81669,0.0,9.0,0.0,-7.383,0,0.0,452.232,1.0,0.04323,136.021,4.0,0.0,electronic,4
0.344,0.23476,0.351,0.23476,252.86485,0.0,5.0,0.457,-15.644,0,0.425,248.471,1.0,0.02185,93.32,5.0,1.0,electronic,4
0.093,0.23236,0.75,0.23236,154.27873,0.16,7.0,0.649,-4.035,1,0.596,151.51,0.38,0.0635,178.427,4.0,0.0,hip hop,8
0.372,0.72312,0.779,0.1359,223.39873,2.032,8.0,0.45,-14.472,0,0.586,215.226,0.0,0.1359,102.399,4.0,1.0,reggae,16
0.011,0.97113,0.767,0.4265,227.47383,0.183,8.0,0.343,-7.884,1,0.461,209.74,0.683,0.15112,109.963,4.0,1.0,jazz,9
0.478,0.06455,0.478,0.06455,209.60608,0.0,2.0,0.506,-14.613,1,0.533,209.606,0.205,0.06455,165.303,1.0,0.0,rock,17
0.149,0.4296,0.567,0.4296,285.67465,0.125,0.0,0.476,-10.084,1,0.602,277.972,0.216,0.19422,130.042,4.0,0.331,rock,17
0.287,0.6419,0.838,0.22009,233.45587,0.177,5.0,0.84,-16.263,1,0.598,230.22,0.827,0.22009,144.71,4.0,0.071,metal,11
0.153,1.8596,0.573,0.38463,358.71302,7.79,4.0,0.748,-12.835,1,0.635,347.963,0.103,0.13921,83.066,3.0,0.736,rock,17
0.033,0.64444,1.0,0.19378,263.8624,0.148,4.0,0.675,-5.498,1,0.588,257.248,0.83,0.19378,136.459,4.0,0.068,folk,6
0.323,0.61569,1.0,0.61569,319.4771,0.237,4.0,0.666,-11.519,1,0.531,305.447,0.269,0.29508,96.031,4.0,0.0,country,3
0.112,1.20722,0.77,0.64885,99.10812,0.0,5.0,0.907,-10.644,1,0.877,88.097,0.837,0.36771,108.895,4.0,0.0,gospel,7
0.034,0.68527,1.0,0.28963,453.58975,0.147,11.0,0.0,-7.49,0,0.038,432.744,0.109,0.0918,144.005,4.0,0.0,jazz,9
0.172,0.62786,0.374,0.62786,229.14567,0.0,4.0,0.787,-6.062,1,0.563,219.719,0.496,0.12089,77.722,4.0,0.535,metal,11
0.015,0.77693,1.0,0.19473,209.10975,0.122,2.0,0.307,-8.28,1,0.476,190.845,0.969,0.19473,107.233,4.0,0.794,latin,10
0.181,0.29109,0.586,0.29109,178.65098,0.369,7.0,0.0,-3.977,1,0.0,178.651,0.0,0.12424,181.573,4.0,0.575,punk,14
0.036,4.92552,0.903,4.0736,224.57424,4.766,0.0,0.956,-15.849,1,0.854,220.665,0.903,4.0736,139.487,4.0,0.0,rock,17
0.001,0.90015,0.952,0.40278,218.22649,0.0,10.0,0.061,-7.693,0,0.466,211.075,0.682,0.03068,120.006,4.0,1.0,electronic,4
0.945,0.16823,0.945,0.16823,207.90812,0.276,0.0,0.526,-12.692,1,0.478,201.143,0.602,0.16823,148.382,1.0,0.0,reggae,16
0.624,0.97723,0.0,0.18615,253.23057,0.0,5.0,0.318,-5.205,0,0.545,253.231,0.0,0.18615,153.069,4.0,0.0,punk,14
0.439,0.329,0.0,0.329,278.96118,1.088,8.0,0.0,-5.688,1,0.0,260.836,0.523,0.08191,120.464,4.0,0.651,rock,17
0.047,0.07945,0.665,0.07945,206.21016,0.241,11.0,0.567,-12.146,1,0.601,201.288,0.694,0.07945,139.914,4.0,0.074,rock,17
0.004,0.70092,0.925,0.07625,213.4722,0.241,5.0,0.574,-6.291,1,0.536,201.654,0.0,0.07625,96.091,4.0,0.252,gospel,7
0.478,0.24793,0.478,0.24793,154.30485,0.0,0.0,0.651,-11.467,1,0.502,149.838,0.858,0.24793,134.56,1.0,0.014,folk,6
0.01,0.78221,0.977,0.27791,165.25016,0.479,11.0,0.137,-12.325,1,0.443,161.321,0.641,0.27791,121.375,4.0,1.0,blues,0
0.012,1.24439,0.376,0.30707,370.49424,2.763,6.0,0.0,-7.549,0,0.041,362.104,0.167,0.07971,123.69,4.0,1.0,other,12
0.018,1.63144,0.464,1.03144,228.30975,2.043,10.0,0.605,-9.91,1,0.582,216.114,0.405,1.03144,102.534,4.0,1.0,latin,10
0.092,0.58786,0.0,0.58786,293.09342,0.0,11.0,0.492,-9.298,0,0.389,282.384,0.588,0.26439,102.347,5.0,1.0,electronic,4
0.125,23.14526,0.562,1.25836,173.92281,0.147,7.0,0.401,-20.055,1,0.486,159.73,0.697,0.18912,41.945,4.0,0.373,rock,17
0.836,0.11245,0.868,0.11245,573.67465,0.0,4.0,0.66,-17.629,0,0.509,553.332,0.0,0.11245,119.712,4.0,0.919,rock,17
0.885,0.86995,0.0,0.38196,365.47873,2.862,0.0,0.75,-5.407,1,0.689,358.388,0.112,0.13485,119.835,4.0,1.0,world,19
0.098,1.82138,0.85,0.57911,270.602,0.504,2.0,0.69,-10.754,1,0.693,265.752,0.85,0.57911,192.702,5.0,0.922,gospel,7
0.59,0.09455,0.908,0.09455,156.42077,0.229,0.0,0.15,-20.174,1,0.309,149.014,0.314,0.09455,136.821,4.0,0.097,country,3
0.389,0.96477,0.927,0.18963,103.44444,0.135,0.0,0.004,-14.314,1,0.278,93.095,0.927,0.18963,155.254,4.0,0.0,folk,6
0.748,1.97765,0.0,0.59608,367.01995,0.0,9.0,0.667,-7.494,0,0.574,352.63,0.577,0.0747,85.005,4.0,0.721,electronic,4
0.129,0.81938,0.0,0.11277,161.67138,2.664,2.0,0.56,-12.575,1,0.582,148.097,0.144,0.11277,170.987,4.0,0.471,reggae,16
0.179,1.69936,0.676,0.88532,132.44036,0.0,9.0,0.773,-9.923,1,0.728,121.713,0.283,0.60996,75.064,4.0,0.014,pop,13
0.441,0.17358,0.981,0.17358,174.15791,0.328,9.0,0.716,-6.755,0,0.641,168.647,0.133,0.17358,115.756,3.0,0.959,folk,6
0.962,0.29708,0.962,0.29708,168.69832,0.293,0.0,0.733,-8.275,1,0.576,166.052,0.499,0.11522,152.168,1.0,0.0,latin,10
0.14,0.08421,0.996,0.08421,137.63873,0.061,10.0,0.416,-5.676,0,0.451,135.059,0.948,0.08421,169.771,4.0,0.0,electronic,4
0.109,1.13163,0.886,0.21274,216.63302,0.177,6.0,0.581,-2.456,1,0.591,204.934,1.0,0.21274,130.28,4.0,0.572,rock,17
0.638,2.07921,0.767,2.07921,261.32853,3.344,0.0,0.649,-5.764,1,0.572,256.11,0.158,1.85149,125.02,4.0,0.962,folk,6
0.041,2.52033,0.641,0.56549,720.53506,0.2,0.0,0.533,-12.044,1,0.46,710.171,0.474,0.2405,60.641,5.0,0.652,other,12
0.063,0.84081,0.654,0.42964,324.93669,0.2,7.0,0.378,-9.2,1,0.423,310.526,0.579,0.23444,144.005,4.0,0.445,gospel,7
0.201,0.52905,0.0,0.12633,179.74812,0.0,8.0,0.23,-9.042,1,0.44,163.579,0.554,0.12633,147.256,4.0,0.328,folk,6
0.681,2.15993,0.361,1.05694,473.46893,0.904,0.0,0.465,-32.934,1,0.464,463.453,0.361,1.05694,112.238,3.0,0.46,gospel,7
0.181,0.60758,0.356,0.60758,174.31465,0.0,5.0,0.0,-6.119,0,0.0,157.762,0.0,0.14508,86.778,3.0,0.811,punk,14
0.067,1.23525,0.669,0.63464,109.50485,0.0,7.0,1.0,-11.134,1,0.829,103.207,0.79,0.63464,106.435,4.0,0.854,other,12
1.0,0.66914,1.0,0.66914,241.8673,0.567,3.0,0.779,-22.965,1,0.686,213.804,1.0,0.66914,103.027,1.0,0.204,pop,13
0.599,0.41789,0.599,0.41789,33.20118,0.142,0.0,0.378,-8.837,1,0.408,33.201,0.981,0.18847,88.678,1.0,0.993,latin,10
0.269,1.53576,0.454,0.73598,166.66077,0.0,6.0,0.299,-15.474,0,0.662,164.049,0.0,0.33913,75.959,4.0,0.929,country,3
0.074,0.62839,0.843,0.11417,188.70812,0.0,4.0,0.861,-16.357,1,0.774,185.359,0.0,0.11417,104.823,3.0,0.985,country,3
0.003,0.96603,0.693,0.23821,72.4371,0.0,3.0,0.159,-11.576,0,0.576,68.261,0.571,0.23821,167.018,4.0,0.789,hip hop,8
0.375,0.71551,0.795,0.38484,277.39383,3.408,10.0,0.031,-10.87,0,0.245,271.134,0.157,0.21909,179.987,4.0,0.0,electronic,4
0.036,0.80515,0.526,0.35613,110.15791,3.419,2.0,0.753,-20.678,0,0.789,101.93,0.526,0.35613,133.369,4.0,0.497,jazz,9
0.173,1.27612,0.281,0.19043,239.17669,2.206,9.0,0.708,-15.188,0,0.741,228.838,0.281,0.19043,229.049,5.0,0.733,soundtrack/misc,18
0.043,0.51264,0.811,0.07148,134.81751,0.351,0.0,0.659,-9.152,1,0.635,129.277,0.287,0.07148,139.301,4.0,0.741,jazz,9
0.18,0.89463,0.628,0.28294,490.84036,0.0,5.0,0.021,-9.839,0,0.284,483.677,0.356,0.13861,200.105,7.0,0.488,rock,17
0.464,0.07534,0.464,0.07534,184.00608,0.0,9.0,0.023,-4.395,0,0.226,181.563,0.962,0.07534,118.656,1.0,0.506,latin,10
0.065,0.90928,0.388,0.37701,132.93669,0.079,11.0,0.413,-4.662,0,0.404,125.562,0.798,0.11087,110.579,4.0,0.494,electronic,4
0.106,0.89141,0.872,0.20584,271.12444,0.351,1.0,0.023,-3.264,1,0.331,262.269,0.464,0.0338,174.49,4.0,0.783,electronic,4
0.194,0.91046,0.835,0.02155,381.17832,0.0,7.0,0.455,-6.36,1,0.528,377.295,1.0,0.02155,134.5,4.0,0.477,rock,17
0.038,1.38599,0.726,0.18682,225.67138,0.13,0.0,0.958,-6.737,1,0.764,218.662,0.626,0.0373,100.532,4.0,0.183,electronic,4
0.124,1.44988,0.0,0.22343,306.65098,5.73,2.0,0.191,-9.585,1,0.391,287.788,0.0,0.22343,89.456,4.0,0.556,gospel,7
1.0,0.14746,1.0,0.14746,386.48118,0.136,7.0,0.554,-7.357,1,0.561,382.392,0.907,0.14746,90.514,1.0,0.0,rock,17
0.469,0.23445,0.469,0.23445,223.63383,2.421,10.0,0.795,-4.658,1,0.588,206.919,0.287,0.07554,125.367,1.0,0.372,electronic,4
0.007,0.17197,0.93,0.17197,281.23383,0.06,8.0,0.001,-6.991,0,0.063,263.413,0.0,0.17197,120.085,4.0,0.0,punk,14
0.344,0.31824,0.344,0.31824,267.31057,0.0,5.0,0.316,-11.947,1,0.49,258.659,0.451,0.31824,128.48,1.0,0.452,pop,13
0.039,0.66553,0.595,0.66553,91.95057,0.0,6.0,0.281,-30.293,1,0.452,91.951,0.416,0.37081,72.001,5.0,0.539,gospel,7
0.067,1.62522,0.572,0.37563,163.18649,0.0,7.0,0.205,-5.663,1,0.305,147.911,1.0,0.02995,105.453,3.0,0.79,punk,14
0.67,0.35785,0.67,0.35785,280.94649,0.09,2.0,0.364,-8.777,0,0.355,269.357,0.305,0.18312,167.312,1.0,0.0,reggae,16
0.676,0.73353,0.839,0.73353,172.25098,2.456,3.0,0.013,-12.917,1,0.428,163.724,0.61,0.39117,56.977,4.0,0.872,pop,13
0.027,0.47574,0.958,0.47574,136.77669,0.421,0.0,0.032,-12.863,1,0.392,128.54,0.955,0.24884,134.654,4.0,0.0,latin,10
0.051,0.2604,1.0,0.2604,371.06893,0.149,6.0,0.0,-11.338,1,0.0,348.421,0.41,0.2604,122.965,4.0,1.0,pop,13
0.042,0.5537,0.907,0.05633,125.77914,0.136,1.0,0.481,-7.117,1,0.41,117.307,0.332,0.05633,242.7,4.0,0.0,hip hop,8
0.807,1.58446,0.0,1.58446,244.55791,0.0,11.0,0.423,-4.566,1,0.478,244.558,0.0,1.34282,122.732,4.0,1.0,rock,17
0.004,0.90175,0.242,0.43382,259.34322,0.223,2.0,0.39,-9.393,1,0.608,251.257,0.007,0.21445,144.073,4.0,0.0,latin,10
0.01,0.4374,0.929,0.4374,307.69587,0.404,7.0,0.551,-10.44,0,0.67,297.935,0.749,0.10498,89.941,4.0,0.505,gospel,7
0.002,0.05124,1.0,0.05124,233.37751,0.467,10.0,0.521,-9.917,0,0.298,214.46,0.563,0.05124,97.001,4.0,0.631,pop,13
0.02,0.89264,0.715,0.4152,214.09914,0.154,2.0,0.614,-15.299,1,0.424,201.433,1.0,0.17649,126.011,4.0,1.0,rock,17
0.026,0.45824,0.494,0.45824,225.04444,0.572,1.0,0.771,-7.983,1,0.664,217.797,0.075,0.22648,135.706,4.0,0.848,reggae,16
0.292,0.73166,0.62,0.18601,233.66485,0.0,0.0,0.858,-8.932,1,0.716,223.579,0.238,0.18601,110.487,4.0,0.807,rock,17
0.03,0.76928,1.0,0.2766,169.69098,0.23,4.0,0.382,-4.199,0,0.392,162.226,0.56,0.2766,122.22,4.0,1.0,pop,13
0.117,1.28564,0.512,0.32169,149.89016,0.496,2.0,0.409,-10.623,1,0.552,140.661,0.621,0.0783,131.01,4.0,0.542,rock,17
0.392,1.05402,0.0,0.50147,215.71873,0.282,0.0,0.719,-13.91,1,0.659,215.719,0.223,0.13406,105.937,4.0,0.501,rock,17
0.052,0.68933,0.464,0.68933,219.402,0.0,2.0,0.283,-11.677,1,0.292,213.177,0.599,0.42895,118.101,3.0,1.0,reggae,16
1.0,0.62675,1.0,0.62675,133.27628,0.195,2.0,0.293,-9.742,1,0.368,129.968,0.869,0.26189,83.953,1.0,0.0,punk,14
0.069,0.60191,0.494,0.08964,230.24281,0.0,2.0,0.081,-12.166,0,0.561,213.148,0.494,0.08964,234.361,4.0,0.996,folk,6
0.012,0.45615,0.473,0.16847,140.40771,0.0,2.0,0.0,-4.459,0,0.242,136.214,0.515,0.02392,207.974,4.0,0.0,punk,14
0.134,1.47419,0.997,0.30082,131.36934,0.205,7.0,0.693,-9.815,1,0.699,128.395,1.0,0.30082,105.395,3.0,1.0,folk,6
0.181,0.56797,0.46,0.56797,64.05179,0.333,5.0,0.331,-14.493,0,0.498,59.362,0.46,0.56797,102.95,5.0,0.269,latin,10
0.06,1.28963,0.022,0.52897,160.31302,0.258,5.0,0.513,-15.783,1,0.576,151.412,0.022,0.52897,159.848,4.0,0.166,latin,10
0.023,0.46593,0.822,0.12067,341.002,0.096,7.0,0.595,-14.656,1,0.667,328.911,0.928,0.12067,172.054,4.0,0.783,rock,17
0.068,0.49064,0.513,0.06612,207.33342,4.87,10.0,0.243,-5.817,1,0.451,197.41,0.124,0.06612,142.801,4.0,0.283,rock,17
0.07,0.37305,0.18,0.37305,95.11138,2.351,0.0,0.592,-23.212,1,0.453,91.69,0.18,0.37305,180.825,4.0,0.685,soundtrack/misc,18
0.142,0.83036,0.0,0.34053,267.78077,0.0,7.0,0.65,-2.818,1,0.619,255.152,0.756,0.34053,123.033,4.0,1.0,metal,11
0.013,0.36706,0.722,0.36706,211.87873,0.0,4.0,0.535,-4.309,0,0.674,207.778,0.38,0.1518,152.457,4.0,0.143,rock,17
0.009,0.37544,0.636,0.37544,240.92689,0.0,4.0,0.28,-10.706,0,0.333,234.568,1.0,0.19402,165.023,4.0,0.472,electronic,4
0.831,0.3568,0.831,0.3568,228.75383,0.189,3.0,0.728,-13.705,1,0.572,213.38,0.0,0.08533,77.207,1.0,0.0,rock,17
0.046,0.73292,0.909,0.31051,257.2273,0.246,1.0,0.747,-2.769,1,0.7,242.451,0.607,0.09771,140.994,4.0,0.381,metal,11
0.006,1.43053,0.965,0.45421,556.06812,0.0,9.0,0.099,-6.817,0,0.46,538.674,1.0,0.21063,122.984,5.0,1.0,electronic,4
0.129,0.43648,0.909,0.43648,294.53016,0.293,5.0,0.798,-13.006,1,0.468,291.312,0.64,0.43648,137.908,5.0,0.53,latin,10
0.476,0.52046,0.458,0.05079,381.28281,0.0,6.0,0.623,-5.62,1,0.575,374.84,1.0,0.05079,127.968,4.0,0.0,electronic,4
1.0,0.12585,1.0,0.12585,201.76934,0.276,7.0,1.0,-15.653,1,0.848,193.271,0.18,0.12585,95.655,1.0,0.053,country,3
0.787,0.39287,0.787,0.39287,219.76771,0.092,9.0,0.678,-24.308,1,0.443,217.536,0.317,0.06677,92.938,1.0,0.23,pop,13
0.253,0.67222,0.496,0.23918,262.19057,0.233,3.0,0.442,-6.453,0,0.664,245.319,0.566,0.23918,144.067,4.0,0.9,hip hop,8
0.697,0.37311,0.697,0.37311,551.91465,0.328,6.0,0.439,-17.293,0,0.465,542.064,0.725,0.10476,113.447,1.0,0.0,blues,0
0.336,0.95239,0.477,0.57843,268.87791,2.287,0.0,0.31,-14.498,1,0.483,250.584,0.11,0.57843,162.296,4.0,0.159,gospel,7
0.081,1.60011,0.816,0.36254,341.05424,0.0,10.0,0.567,-7.958,1,0.429,331.134,0.785,0.1547,144.142,7.0,0.66,world,19
0.028,0.42,0.81,0.42,259.91791,0.177,11.0,0.771,-6.066,1,0.587,256.714,0.868,0.20205,91.988,5.0,0.943,electronic,4
0.018,0.82192,1.0,0.23035,150.9873,0.171,9.0,0.432,-16.627,1,0.304,150.987,1.0,0.23035,102.707,4.0,0.876,country,3
0.258,0.3476,0.312,0.02905,335.5424,0.0,0.0,0.451,-9.277,1,0.512,324.899,0.229,0.02905,184.004,4.0,0.891,electronic,4
0.365,1.29077,0.959,0.43171,202.29179,0.177,9.0,0.571,-4.431,1,0.36,202.292,0.927,0.21402,140.197,4.0,0.596,soundtrack/misc,18
0.445,0.25073,0.36,0.25073,291.57832,0.102,7.0,0.559,-19.544,1,0.444,280.143,0.326,0.09201,189.524,4.0,0.0,folk,6
0.013,0.86237,1.0,0.43895,167.23546,0.369,8.0,0.802,-15.622,1,0.566,160.467,1.0,0.43895,157.532,4.0,0.729,blues,0
0.808,0.06506,0.808,0.06506,167.28771,0.339,2.0,0.391,-8.826,1,0.478,162.946,0.427,0.06506,186.582,1.0,0.0,electronic,4
0.079,2.04633,0.33,2.04633,204.06812,2.496,4.0,0.234,-13.708,0,0.303,194.206,0.447,1.77957,111.629,3.0,1.0,pop,13
0.028,2.00751,0.336,0.70779,99.29098,0.0,3.0,0.177,-6.748,1,0.423,99.291,0.464,0.36749,88.138,4.0,0.562,pop,13
0.12,0.54033,0.0,0.14016,261.04118,0.694,9.0,0.757,-9.803,1,0.677,247.716,0.429,0.14016,149.916,4.0,0.411,gospel,7
0.062,3.01072,0.723,2.10248,163.83955,2.264,9.0,0.766,-8.951,1,0.702,156.23,0.859,1.87628,131.554,4.0,0.318,rock,17
0.0,1.24337,1.0,0.26316,216.58077,0.154,2.0,0.449,-7.91,1,0.575,208.138,0.828,0.26316,121.687,4.0,0.654,latin,10
0.304,1.61228,0.325,0.46489,237.34812,0.0,5.0,0.371,-5.928,0,0.451,237.348,0.659,0.07909,104.013,5.0,0.938,hip hop,8
0.061,1.01597,0.591,0.47428,120.99873,0.264,8.0,0.636,-12.308,1,0.534,112.019,0.0,0.20343,110.43,4.0,1.0,country,3
0.058,0.05145,0.905,0.05145,258.48118,0.34,6.0,0.462,-4.745,0,0.408,248.262,1.0,0.05145,91.066,4.0,0.972,pop,13
0.065,0.86596,0.722,0.39559,221.43955,0.125,0.0,0.535,-6.562,1,0.319,214.843,0.778,0.16501,129.977,4.0,0.825,electronic,4
0.577,0.59533,0.828,0.03625,272.50893,0.0,11.0,0.334,-5.126,1,0.451,259.349,0.477,0.03625,106.967,4.0,0.643,hip hop,8
0.043,0.64468,0.682,0.64468,61.57016,0.0,10.0,0.414,-7.477,1,0.446,57.556,0.47,0.36612,87.406,4.0,0.269,electronic,4
0.159,2.04997,0.717,0.78503,215.27465,0.0,10.0,0.0,-8.089,0,0.0,209.955,0.42,0.47832,95.192,4.0,1.0,hip hop,8
0.033,0.41845,0.644,0.41845,336.92689,0.167,6.0,0.659,-9.515,1,0.667,333.769,0.429,0.2265,155.889,4.0,0.585,gospel,7
0.049,0.4896,0.0,0.1928,252.08118,0.0,4.0,0.014,-5.131,0,0.206,248.924,0.4,0.04365,206.936,4.0,0.0,metal,11
0.0,0.27526,0.0,0.27526,29.72689,0.0,1.0,0.297,-6.615,1,0.279,29.727,0.0,0.27526,83.226,1.0,0.0,other,12
0.138,0.29017,0.841,0.29017,212.13995,0.214,7.0,0.55,-12.882,1,0.51,200.707,0.906,0.29017,109.974,3.0,0.51,folk,6
0.017,0.74546,0.812,0.27999,239.90812,0.0,1.0,0.374,-16.775,1,0.348,220.073,0.661,0.27999,151.992,4.0,0.0,electronic,4
0.066,0.32644,0.298,0.32644,277.08036,0.0,7.0,0.543,-13.095,1,0.469,277.08,0.33,0.32644,84.186,7.0,0.44,other,12
0.073,0.94024,0.0,0.28878,233.53424,0.0,6.0,0.741,-5.483,1,0.548,226.04,0.654,0.28878,184.981,4.0,0.32,electronic,4
0.686,2.24047,0.705,0.64954,238.10567,6.31,9.0,0.213,-10.133,0,0.486,230.882,0.138,0.25908,77.885,4.0,0.575,rock,17
1.0,0.07174,1.0,0.07174,177.81506,0.27,1.0,0.558,-7.625,1,0.402,172.664,0.882,0.07174,127.574,1.0,0.0,electronic,4
0.01,1.02716,1.0,0.06196,392.9073,0.142,10.0,0.86,-7.501,0,0.716,387.094,0.438,0.06196,124.063,4.0,0.548,electronic,4
0.204,0.19062,1.0,0.19062,185.10322,0.118,6.0,0.388,-3.261,1,0.394,185.103,0.731,0.19062,144.017,4.0,0.837,metal,11
0.101,2.0131,0.0,0.65762,252.83873,0.444,2.0,0.832,-6.575,1,0.675,247.188,0.386,0.13877,87.495,4.0,0.785,rock,17
0.035,0.51723,0.81,0.51723,260.51873,0.189,10.0,0.675,-10.646,1,0.563,250.729,0.914,0.09249,105.863,4.0,1.0,r&b/soul,15
0.051,1.11106,0.637,0.41401,131.81342,0.131,7.0,0.329,-3.525,1,0.369,127.536,0.876,0.17769,93.021,4.0,0.0,punk,14
0.026,0.97927,0.967,0.26983,249.18159,0.09,1.0,0.337,-6.297,1,0.429,235.224,1.0,0.26983,84.797,4.0,0.0,pop,13
0.022,1.68014,0.848,0.41943,175.5424,0.467,4.0,0.486,-10.775,1,0.638,168.687,0.016,0.0914,94.753,4.0,0.96,other,12
0.617,2.47281,0.222,1.78355,294.39955,0.0,11.0,0.387,-9.894,0,0.416,280.921,0.535,1.26454,87.001,4.0,0.862,electronic,4
0.602,0.94762,0.0,0.3906,192.10404,3.46,11.0,0.325,-20.106,0,0.356,187.942,0.07,0.10781,104.416,3.0,1.0,country,3
0.024,0.39415,0.679,0.39415,237.03465,0.34,11.0,0.608,-12.16,1,0.363,233.332,0.953,0.11732,107.779,3.0,1.0,gospel,7
0.298,1.88518,0.529,0.89425,160.78322,2.99,5.0,0.0,-19.306,1,0.389,153.722,0.084,0.64433,120.484,4.0,0.099,soundtrack/misc,18
0.68,0.42791,0.68,0.42791,112.90077,0.16,9.0,0.19,-17.548,0,0.313,104.867,0.824,0.20023,132.358,1.0,0.0,other,12
0.341,0.58723,0.501,0.1563,301.50485,0.0,6.0,0.659,-5.104,0,0.506,286.598,0.249,0.1563,163.57,4.0,0.772,hip hop,8
0.015,1.59365,0.826,0.17751,264.12363,0.276,9.0,0.62,-6.112,1,0.661,257.451,0.665,0.17751,139.243,5.0,1.0,world,19
0.384,1.7642,1.0,0.08781,238.602,0.229,7.0,0.643,-6.692,0,0.607,230.394,0.654,0.08781,71.756,4.0,0.117,rock,17
0.047,1.0483,0.706,0.34028,192.05179,0.061,2.0,0.082,-9.181,1,0.431,186.81,0.453,0.16316,175.325,4.0,0.0,folk,6
0.024,3.08546,0.721,2.26191,326.79138,3.175,10.0,0.552,-10.854,0,0.3,307.908,0.218,2.26191,150.243,4.0,0.175,rock,17
0.143,0.40234,0.607,0.40234,237.50485,0.8,9.0,0.209,-27.706,1,0.087,216.938,0.45,0.17325,133.166,3.0,0.329,other,12
0.305,0.99538,0.0,0.14251,263.49669,2.322,4.0,0.662,-8.163,1,0.622,249.446,0.427,0.14251,141.171,4.0,0.53,country,3
0.022,0.56633,0.873,0.20889,180.81914,0.411,4.0,0.56,-13.606,1,0.526,169.732,0.184,0.03703,164.069,4.0,0.0,reggae,16
0.022,3.596,0.778,2.82825,137.9522,3.32,6.0,0.204,-11.877,0,0.348,133.3,0.472,2.63798,156.804,4.0,0.635,electronic,4
0.0,0.46339,0.0,0.46339,193.20118,3.1,7.0,0.388,-17.85,1,0.2,189.666,0.027,0.24642,139.866,1.0,0.0,blues,0
0.141,1.03459,0.063,0.10965,173.322,0.56,5.0,0.624,-19.928,1,0.659,157.96,0.063,0.10965,202.693,5.0,0.471,pop,13
0.015,0.9804,0.413,0.61788,156.02893,0.0,5.0,0.329,-7.943,0,0.411,152.648,0.299,0.44014,169.333,4.0,0.255,folk,6
0.087,0.44096,1.0,0.44096,233.40363,0.096,2.0,0.119,-6.857,1,0.422,226.969,0.974,0.13437,97.433,4.0,0.847,folk,6
0.064,0.26376,0.356,0.26376,208.03873,0.206,7.0,0.036,-16.444,1,0.403,197.851,0.356,0.26376,173.649,4.0,0.552,latin,10
0.075,0.78068,0.0,0.28356,208.56118,6.478,5.0,0.323,-7.877,1,0.382,208.561,0.2,0.035,121.91,4.0,0.631,latin,10
0.497,0.19051,0.497,0.19051,143.41179,0.0,0.0,0.339,-8.807,1,0.444,139.842,0.592,0.19051,134.937,1.0,0.0,electronic,4
0.795,0.44761,0.795,0.44761,189.67465,0.189,4.0,0.523,-12.67,1,0.445,180.971,0.831,0.21512,132.903,1.0,0.0,blues,0
